ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,SalesTerritoryKey,SalesOrderNumber,OrderQuantity,DiscountAmount,TotalProductCost,SalesAmount
313,20180116,20180128,20180123,16348,1,9,SO43774,1,0,2171.2942,3578.27
347,20180116,20180128,20180123,11027,1,9,SO43775,1,0,1912.1544,3399.99
314,20180117,20180129,20180124,13260,1,8,SO43776,1,0,2171.2942,3578.27
311,20180117,20180129,20180124,16515,1,9,SO43777,1,0,2171.2942,3578.27
345,20180117,20180129,20180124,11018,1,9,SO43778,1,0,1912.1544,3399.99
326,20180117,20180129,20180124,25252,1,9,SO43779,1,0,413.1463,699.0982
311,20180118,20180130,20180125,11599,1,7,SO43780,1,0,2171.2942,3578.27
312,20180118,20180130,20180125,16495,1,9,SO43781,1,0,2171.2942,3578.27
312,20180118,20180130,20180125,16516,1,9,SO43782,1,0,2171.2942,3578.27
312,20180118,20180130,20180125,16620,1,9,SO43783,1,0,2171.2942,3578.27
310,20180119,20180131,20180126,27667,1,4,SO43784,1,0,2171.2942,3578.27
311,20180119,20180131,20180126,11601,1,7,SO43785,1,0,2171.2942,3578.27
311,20180119,20180131,20180126,11607,1,7,SO43786,1,0,2171.2942,3578.27
344,20180119,20180131,20180126,29385,1,8,SO43787,1,0,1912.1544,3399.99
351,20180119,20180131,20180126,11239,1,10,SO43788,1,0,1898.0944,3374.99
351,20180119,20180131,20180126,25865,1,1,SO43789,1,0,1898.0944,3374.99
344,20180119,20180131,20180126,25857,1,1,SO43790,1,0,1912.1544,3399.99
314,20180119,20180131,20180126,16484,1,9,SO43791,1,0,2171.2942,3578.27
312,20180119,20180131,20180126,16623,1,9,SO43792,1,0,2171.2942,3578.27
344,20180119,20180131,20180126,11000,1,9,SO43793,1,0,1912.1544,3399.99
347,20180119,20180131,20180126,11029,1,9,SO43794,1,0,1912.1544,3399.99
312,20180120,20180201,20180127,27615,1,4,SO43795,1,0,2171.2942,3578.27
342,20180120,20180201,20180127,17956,1,7,SO43796,1,0,413.1463,699.0982
312,20180120,20180201,20180127,16345,1,9,SO43797,1,0,2171.2942,3578.27
310,20180120,20180201,20180127,16521,1,9,SO43798,1,0,2171.2942,3578.27
312,20180120,20180201,20180127,16636,1,9,SO43799,1,0,2171.2942,3578.27
311,20180121,20180202,20180128,21710,1,6,SO43800,1,0,2171.2942,3578.27
311,20180121,20180202,20180128,13583,1,10,SO43801,1,0,2171.2942,3578.27
312,20180121,20180202,20180128,11593,1,7,SO43802,1,0,2171.2942,3578.27
314,20180122,20180203,20180129,21741,1,6,SO43803,1,0,2171.2942,3578.27
310,20180122,20180203,20180129,13585,1,10,SO43804,1,0,2171.2942,3578.27
328,20180122,20180203,20180129,14510,1,1,SO43805,1,0,413.1463,699.0982
312,20180122,20180203,20180129,16523,1,9,SO43806,1,0,2171.2942,3578.27
312,20180123,20180204,20180130,11611,1,7,SO43807,1,0,2171.2942,3578.27
313,20180123,20180204,20180130,13259,1,8,SO43808,1,0,2171.2942,3578.27
310,20180123,20180204,20180130,16350,1,9,SO43809,1,0,2171.2942,3578.27
345,20180123,20180204,20180130,11004,1,9,SO43810,1,0,1912.1544,3399.99
346,20180123,20180204,20180130,11026,1,9,SO43811,1,0,1912.1544,3399.99
312,20180124,20180205,20180131,27662,1,4,SO43812,1,0,2171.2942,3578.27
350,20180124,20180205,20180131,28390,1,7,SO43813,1,0,1898.0944,3374.99
350,20180124,20180205,20180131,25866,1,1,SO43814,1,0,1898.0944,3374.99
311,20180124,20180205,20180131,16494,1,9,SO43815,1,0,2171.2942,3578.27
314,20180124,20180205,20180131,16496,1,9,SO43816,1,0,2171.2942,3578.27
310,20180124,20180205,20180131,16519,1,9,SO43817,1,0,2171.2942,3578.27
312,20180124,20180205,20180131,16528,1,9,SO43818,1,0,2171.2942,3578.27
346,20180124,20180205,20180131,11006,1,9,SO43819,1,0,1912.1544,3399.99
312,20180125,20180206,20180201,27651,1,4,SO43820,1,0,2171.2942,3578.27
310,20180125,20180206,20180201,27663,1,4,SO43821,1,0,2171.2942,3578.27
313,20180125,20180206,20180201,27669,1,4,SO43822,1,0,2171.2942,3578.27
342,20180125,20180206,20180201,19942,1,10,SO43823,1,0,413.1463,699.0982
338,20180125,20180206,20180201,14558,1,1,SO43824,1,0,413.1463,699.0982
313,20180125,20180206,20180201,16349,1,9,SO43825,1,0,2171.2942,3578.27
348,20180125,20180206,20180201,11008,1,9,SO43826,1,0,1898.0944,3374.99
338,20180125,20180206,20180201,25250,1,9,SO43827,1,0,413.1463,699.0982
310,20180126,20180207,20180202,27605,1,1,SO43828,1,0,2171.2942,3578.27
310,20180126,20180207,20180202,27611,1,4,SO43829,1,0,2171.2942,3578.27
311,20180126,20180207,20180202,16347,1,9,SO43830,1,0,2171.2942,3578.27
349,20180126,20180207,20180202,11028,1,9,SO43831,1,0,1898.0944,3374.99
310,20180126,20180207,20180202,13584,1,10,SO43832,1,0,2171.2942,3578.27
310,20180127,20180208,20180203,21727,1,6,SO43833,1,0,2171.2942,3578.27
348,20180127,20180208,20180203,28393,1,7,SO43834,1,0,1898.0944,3374.99
348,20180127,20180208,20180203,19802,1,6,SO43835,1,0,1898.0944,3374.99
324,20180127,20180208,20180203,26620,1,6,SO43836,1,0,413.1463,699.0982
350,20180127,20180208,20180203,11009,1,9,SO43837,1,0,1898.0944,3374.99
313,20180128,20180209,20180204,27641,1,4,SO43838,1,0,2171.2942,3578.27
311,20180128,20180209,20180204,27673,1,1,SO43839,1,0,2171.2942,3578.27
326,20180128,20180209,20180204,17957,1,7,SO43840,1,0,413.1463,699.0982
314,20180128,20180209,20180204,13406,1,8,SO43841,1,0,2171.2942,3578.27
312,20180128,20180209,20180204,16630,1,9,SO43842,1,0,2171.2942,3578.27
313,20180129,20180210,20180205,22041,1,6,SO43918,1,0,2171.2942,3578.27
314,20180129,20180210,20180205,12124,1,7,SO43919,1,0,2171.2942,3578.27
313,20180129,20180210,20180205,28066,1,4,SO43920,1,0,2171.2942,3578.27
313,20180129,20180210,20180205,16743,1,9,SO43921,1,0,2171.2942,3578.27
310,20180129,20180210,20180205,13546,1,8,SO43922,1,0,2171.2942,3578.27
312,20180130,20180211,20180206,28018,1,4,SO43923,1,0,2171.2942,3578.27
310,20180130,20180211,20180206,12132,1,7,SO43924,1,0,2171.2942,3578.27
314,20180130,20180211,20180206,16661,1,9,SO43925,1,0,2171.2942,3578.27
351,20180131,20180212,20180207,11055,1,9,SO43926,1,0,1898.0944,3374.99
314,20180131,20180212,20180207,16662,1,9,SO43927,1,0,2171.2942,3578.27
313,20180131,20180212,20180207,16740,1,9,SO43928,1,0,2171.2942,3578.27
322,20180131,20180212,20180207,25270,1,9,SO43929,1,0,413.1463,699.0982
312,20180201,20180213,20180208,28038,1,4,SO43930,1,0,2171.2942,3578.27
313,20180201,20180213,20180208,13548,1,8,SO43931,1,0,2171.2942,3578.27
314,20180201,20180213,20180208,16741,1,9,SO43932,1,0,2171.2942,3578.27
347,20180201,20180213,20180208,11031,1,9,SO43933,1,0,1912.1544,3399.99
346,20180201,20180213,20180208,11034,1,9,SO43934,1,0,1912.1544,3399.99
334,20180202,20180214,20180209,20048,1,10,SO43935,1,0,413.1463,699.0982
311,20180202,20180214,20180209,28065,1,4,SO43936,1,0,2171.2942,3578.27
312,20180202,20180214,20180209,17047,1,9,SO43937,1,0,2171.2942,3578.27
310,20180202,20180214,20180209,16686,1,9,SO43938,1,0,2171.2942,3578.27
312,20180202,20180214,20180209,16659,1,9,SO43939,1,0,2171.2942,3578.27
336,20180202,20180214,20180209,25294,1,9,SO43940,1,0,413.1463,699.0982
314,20180203,20180215,20180210,13600,1,10,SO43941,1,0,2171.2942,3578.27
310,20180203,20180215,20180210,17051,1,9,SO43942,1,0,2171.2942,3578.27
338,20180203,20180215,20180210,14565,1,4,SO43943,1,0,413.1463,699.0982
344,20180203,20180215,20180210,11054,1,9,SO43944,1,0,1912.1544,3399.99
310,20180203,20180215,20180210,16675,1,9,SO43945,1,0,2171.2942,3578.27
313,20180203,20180215,20180210,16687,1,9,SO43946,1,0,2171.2942,3578.27
310,20180203,20180215,20180210,16712,1,9,SO43947,1,0,2171.2942,3578.27
345,20180203,20180215,20180210,11047,1,9,SO43948,1,0,1912.1544,3399.99
310,20180204,20180216,20180211,27726,1,4,SO43949,1,0,2171.2942,3578.27
311,20180204,20180216,20180211,28014,1,4,SO43950,1,0,2171.2942,3578.27
311,20180204,20180216,20180211,16696,1,9,SO43951,1,0,2171.2942,3578.27
312,20180204,20180216,20180211,16639,1,9,SO43952,1,0,2171.2942,3578.27
342,20180205,20180217,20180212,20049,1,10,SO43953,1,0,413.1463,699.0982
311,20180205,20180217,20180212,13602,1,10,SO43954,1,0,2171.2942,3578.27
314,20180205,20180217,20180212,13661,1,10,SO43955,1,0,2171.2942,3578.27
344,20180205,20180217,20180212,11030,1,9,SO43956,1,0,1912.1544,3399.99
313,20180206,20180218,20180213,28068,1,4,SO43957,1,0,2171.2942,3578.27
312,20180206,20180218,20180213,16658,1,9,SO43958,1,0,2171.2942,3578.27
348,20180206,20180218,20180213,11035,1,9,SO43959,1,0,1898.0944,3374.99
349,20180206,20180218,20180213,11046,1,9,SO43960,1,0,1898.0944,3374.99
311,20180207,20180219,20180214,28031,1,4,SO43961,1,0,2171.2942,3578.27
312,20180207,20180219,20180214,28076,1,4,SO43962,1,0,2171.2942,3578.27
314,20180207,20180219,20180214,16685,1,9,SO43963,1,0,2171.2942,3578.27
312,20180207,20180219,20180214,16745,1,9,SO43964,1,0,2171.2942,3578.27
351,20180207,20180219,20180214,11038,1,9,SO43965,1,0,1898.0944,3374.99
347,20180207,20180219,20180214,11039,1,9,SO43966,1,0,1912.1544,3399.99
313,20180208,20180220,20180215,28040,1,1,SO43967,1,0,2171.2942,3578.27
313,20180208,20180220,20180215,28067,1,4,SO43968,1,0,2171.2942,3578.27
310,20180208,20180220,20180215,28071,1,4,SO43969,1,0,2171.2942,3578.27
311,20180208,20180220,20180215,16684,1,9,SO43970,1,0,2171.2942,3578.27
314,20180208,20180220,20180215,16657,1,9,SO43971,1,0,2171.2942,3578.27
314,20180209,20180221,20180216,21939,1,6,SO43972,1,0,2171.2942,3578.27
312,20180209,20180221,20180216,28039,1,4,SO43973,1,0,2171.2942,3578.27
312,20180209,20180221,20180216,13687,1,10,SO43974,1,0,2171.2942,3578.27
312,20180209,20180221,20180216,13540,1,8,SO43975,1,0,2171.2942,3578.27
310,20180209,20180221,20180216,28063,1,4,SO43976,1,0,2171.2942,3578.27
312,20180209,20180221,20180216,16703,1,9,SO43977,1,0,2171.2942,3578.27
310,20180210,20180222,20180217,28030,1,1,SO43978,1,0,2171.2942,3578.27
322,20180210,20180222,20180217,14576,1,1,SO43979,1,0,413.1463,699.0982
351,20180210,20180222,20180217,11048,1,9,SO43980,1,0,1898.0944,3374.99
314,20180210,20180222,20180217,16664,1,9,SO43981,1,0,2171.2942,3578.27
342,20180210,20180222,20180217,25271,1,9,SO43982,1,0,413.1463,699.0982
314,20180211,20180223,20180218,28017,1,1,SO43983,1,0,2171.2942,3578.27
311,20180211,20180223,20180218,13545,1,8,SO43984,1,0,2171.2942,3578.27
313,20180211,20180223,20180218,13515,1,8,SO43985,1,0,2171.2942,3578.27
310,20180211,20180223,20180218,28070,1,4,SO43986,1,0,2171.2942,3578.27
310,20180212,20180224,20180219,28042,1,4,SO43987,1,0,2171.2942,3578.27
344,20180212,20180224,20180219,11244,1,10,SO43988,1,0,1912.1544,3399.99
312,20180212,20180224,20180219,28083,1,4,SO43989,1,0,2171.2942,3578.27
344,20180212,20180224,20180219,25872,1,1,SO43990,1,0,1912.1544,3399.99
310,20180212,20180224,20180219,16660,1,9,SO43991,1,0,2171.2942,3578.27
311,20180212,20180224,20180219,16638,1,9,SO43992,1,0,2171.2942,3578.27
314,20180214,20180226,20180221,16929,1,9,SO43993,1,0,2171.2942,3578.27
314,20180215,20180227,20180222,27681,1,4,SO43994,1,0,2171.2942,3578.27
312,20180215,20180227,20180222,21813,1,6,SO43995,1,0,2171.2942,3578.27
310,20180215,20180227,20180222,27920,1,4,SO43996,1,0,2171.2942,3578.27
310,20180215,20180227,20180222,28022,1,4,SO43997,1,0,2171.2942,3578.27
348,20180215,20180227,20180222,11033,1,9,SO43998,1,0,1898.0944,3374.99
311,20180215,20180227,20180222,28047,1,1,SO43999,1,0,2171.2942,3578.27
311,20180216,20180228,20180223,27918,1,4,SO44000,1,0,2171.2942,3578.27
313,20180216,20180228,20180223,28044,1,4,SO44001,1,0,2171.2942,3578.27
336,20180216,20180228,20180223,14572,1,4,SO44002,1,0,413.1463,699.0982
342,20180216,20180228,20180223,19325,1,8,SO44003,1,0,413.1463,699.0982
310,20180216,20180228,20180223,28061,1,4,SO44004,1,0,2171.2942,3578.27
334,20180216,20180228,20180223,26629,1,6,SO44005,1,0,413.1463,699.0982
310,20180216,20180228,20180223,16744,1,9,SO44006,1,0,2171.2942,3578.27
320,20180216,20180228,20180223,25555,1,9,SO44007,1,0,413.1463,699.0982
312,20180217,20180301,20180224,27678,1,1,SO44008,1,0,2171.2942,3578.27
314,20180217,20180301,20180224,27759,1,1,SO44009,1,0,2171.2942,3578.27
310,20180217,20180301,20180224,13680,1,10,SO44010,1,0,2171.2942,3578.27
310,20180217,20180301,20180224,13514,1,8,SO44011,1,0,2171.2942,3578.27
349,20180217,20180301,20180224,11052,1,9,SO44012,1,0,1898.0944,3374.99
312,20180217,20180301,20180224,16928,1,9,SO44013,1,0,2171.2942,3578.27
313,20180218,20180302,20180225,27917,1,4,SO44014,1,0,2171.2942,3578.27
311,20180218,20180302,20180225,13693,1,10,SO44015,1,0,2171.2942,3578.27
350,20180218,20180302,20180225,11247,1,10,SO44016,1,0,1898.0944,3374.99
310,20180218,20180302,20180225,28078,1,1,SO44017,1,0,2171.2942,3578.27
350,20180218,20180302,20180225,25876,1,1,SO44018,1,0,1898.0944,3374.99
310,20180218,20180302,20180225,16701,1,9,SO44019,1,0,2171.2942,3578.27
311,20180218,20180302,20180225,16931,1,9,SO44020,1,0,2171.2942,3578.27
348,20180218,20180302,20180225,11032,1,9,SO44021,1,0,1898.0944,3374.99
313,20180219,20180303,20180226,22008,1,6,SO44022,1,0,2171.2942,3578.27
349,20180219,20180303,20180226,19830,1,6,SO44023,1,0,1898.0944,3374.99
314,20180219,20180303,20180226,16663,1,9,SO44024,1,0,2171.2942,3578.27
314,20180219,20180303,20180226,16708,1,9,SO44025,1,0,2171.2942,3578.27
310,20180219,20180303,20180226,17045,1,9,SO44026,1,0,2171.2942,3578.27
310,20180220,20180304,20180227,21921,1,6,SO44027,1,0,2171.2942,3578.27
312,20180220,20180304,20180227,17048,1,9,SO44028,1,0,2171.2942,3578.27
350,20180220,20180304,20180227,11050,1,9,SO44029,1,0,1898.0944,3374.99
311,20180221,20180305,20180228,12131,1,7,SO44030,1,0,2171.2942,3578.27
313,20180221,20180305,20180228,13689,1,10,SO44031,1,0,2171.2942,3578.27
344,20180221,20180305,20180228,11243,1,10,SO44032,1,0,1912.1544,3399.99
314,20180221,20180305,20180228,16693,1,9,SO44033,1,0,2171.2942,3578.27
313,20180221,20180305,20180228,16702,1,9,SO44034,1,0,2171.2942,3578.27
312,20180221,20180305,20180228,16707,1,9,SO44035,1,0,2171.2942,3578.27
310,20180221,20180305,20180228,17046,1,9,SO44036,1,0,2171.2942,3578.27
328,20180221,20180305,20180228,25272,1,9,SO44037,1,0,413.1463,699.0982
344,20180221,20180305,20180228,25868,1,4,SO44038,1,0,1912.1544,3399.99
342,20180222,20180306,20180301,17971,1,7,SO44039,1,0,413.1463,699.0982
351,20180222,20180306,20180301,11057,1,9,SO44040,1,0,1898.0944,3374.99
313,20180222,20180306,20180301,16742,1,9,SO44041,1,0,2171.2942,3578.27
313,20180223,20180307,20180302,13678,1,10,SO44042,1,0,2171.2942,3578.27
311,20180223,20180307,20180302,13679,1,10,SO44043,1,0,2171.2942,3578.27
314,20180223,20180307,20180302,13690,1,10,SO44044,1,0,2171.2942,3578.27
344,20180223,20180307,20180302,28394,1,7,SO44045,1,0,1912.1544,3399.99
313,20180223,20180307,20180302,28064,1,1,SO44046,1,0,2171.2942,3578.27
344,20180223,20180307,20180302,25878,1,4,SO44047,1,0,1912.1544,3399.99
314,20180223,20180307,20180302,16713,1,9,SO44048,1,0,2171.2942,3578.27
314,20180224,20180308,20180303,13538,1,8,SO44049,1,0,2171.2942,3578.27
310,20180224,20180308,20180303,17050,1,9,SO44050,1,0,2171.2942,3578.27
310,20180225,20180309,20180304,13691,1,10,SO44051,1,0,2171.2942,3578.27
314,20180225,20180309,20180304,16637,1,9,SO44052,1,0,2171.2942,3578.27
338,20180226,20180310,20180305,19329,1,8,SO44053,1,0,413.1463,699.0982
314,20180226,20180310,20180305,13542,1,8,SO44054,1,0,2171.2942,3578.27
310,20180226,20180310,20180305,13543,1,8,SO44055,1,0,2171.2942,3578.27
314,20180226,20180310,20180305,13559,1,8,SO44056,1,0,2171.2942,3578.27
338,20180226,20180310,20180305,14577,1,1,SO44057,1,0,413.1463,699.0982
350,20180226,20180310,20180305,11056,1,9,SO44058,1,0,1898.0944,3374.99
313,20180226,20180310,20180305,16688,1,9,SO44059,1,0,2171.2942,3578.27
342,20180226,20180310,20180305,25273,1,9,SO44060,1,0,413.1463,699.0982
310,20180227,20180311,20180306,27919,1,1,SO44061,1,0,2171.2942,3578.27
310,20180227,20180311,20180306,28041,1,1,SO44062,1,0,2171.2942,3578.27
344,20180227,20180311,20180306,11240,1,10,SO44063,1,0,1912.1544,3399.99
310,20180227,20180311,20180306,22050,1,6,SO44064,1,0,2171.2942,3578.27
310,20180227,20180311,20180306,28062,1,4,SO44065,1,0,2171.2942,3578.27
344,20180227,20180311,20180306,25867,1,4,SO44066,1,0,1912.1544,3399.99
310,20180227,20180311,20180306,17049,1,9,SO44067,1,0,2171.2942,3578.27
313,20180228,20180312,20180307,13541,1,8,SO44068,1,0,2171.2942,3578.27
349,20180228,20180312,20180307,28395,1,7,SO44069,1,0,1898.0944,3374.99
349,20180228,20180312,20180307,19829,1,6,SO44070,1,0,1898.0944,3374.99
313,20180228,20180312,20180307,16691,1,9,SO44071,1,0,2171.2942,3578.27
311,20180228,20180312,20180307,16656,1,9,SO44072,1,0,2171.2942,3578.27
351,20180228,20180312,20180307,11044,1,9,SO44073,1,0,1898.0944,3374.99
310,20180301,20180313,20180308,13821,1,10,SO44134,1,0,2171.2942,3578.27
310,20180301,20180313,20180308,28156,1,4,SO44135,1,0,2171.2942,3578.27
311,20180301,20180313,20180308,22114,1,6,SO44136,1,0,2171.2942,3578.27
314,20180301,20180313,20180308,17328,1,9,SO44137,1,0,2171.2942,3578.27
310,20180302,20180314,20180309,13765,1,10,SO44138,1,0,2171.2942,3578.27
311,20180302,20180314,20180309,13792,1,10,SO44139,1,0,2171.2942,3578.27
311,20180302,20180314,20180309,12221,1,7,SO44140,1,0,2171.2942,3578.27
313,20180302,20180314,20180309,13572,1,8,SO44141,1,0,2171.2942,3578.27
313,20180302,20180314,20180309,22058,1,6,SO44142,1,0,2171.2942,3578.27
313,20180302,20180314,20180309,28145,1,4,SO44143,1,0,2171.2942,3578.27
312,20180302,20180314,20180309,17071,1,9,SO44144,1,0,2171.2942,3578.27
310,20180302,20180314,20180309,17309,1,9,SO44145,1,0,2171.2942,3578.27
313,20180302,20180314,20180309,17310,1,9,SO44146,1,0,2171.2942,3578.27
310,20180302,20180314,20180309,17320,1,9,SO44147,1,0,2171.2942,3578.27
310,20180303,20180315,20180310,28172,1,4,SO44148,1,0,2171.2942,3578.27
312,20180303,20180315,20180310,17242,1,9,SO44149,1,0,2171.2942,3578.27
312,20180303,20180315,20180310,17315,1,9,SO44150,1,0,2171.2942,3578.27
328,20180303,20180315,20180310,25558,1,9,SO44151,1,0,413.1463,699.0982
346,20180304,20180316,20180311,11334,1,10,SO44152,1,0,1912.1544,3399.99
312,20180304,20180316,20180311,28168,1,4,SO44153,1,0,2171.2942,3578.27
311,20180304,20180316,20180311,28181,1,1,SO44154,1,0,2171.2942,3578.27
313,20180304,20180316,20180311,28131,1,4,SO44155,1,0,2171.2942,3578.27
346,20180304,20180316,20180311,25887,1,1,SO44156,1,0,1912.1544,3399.99
314,20180304,20180316,20180311,17055,1,9,SO44157,1,0,2171.2942,3578.27
311,20180305,20180317,20180312,13567,1,8,SO44158,1,0,2171.2942,3578.27
311,20180305,20180317,20180312,28182,1,4,SO44159,1,0,2171.2942,3578.27
312,20180305,20180317,20180312,28186,1,1,SO44160,1,0,2171.2942,3578.27
314,20180306,20180318,20180313,13772,1,10,SO44161,1,0,2171.2942,3578.27
311,20180306,20180318,20180313,28185,1,4,SO44162,1,0,2171.2942,3578.27
314,20180306,20180318,20180313,28193,1,4,SO44163,1,0,2171.2942,3578.27
310,20180306,20180318,20180313,28088,1,4,SO44164,1,0,2171.2942,3578.27
313,20180306,20180318,20180313,17065,1,9,SO44165,1,0,2171.2942,3578.27
338,20180306,20180318,20180313,14581,1,1,SO44166,1,0,413.1463,699.0982
314,20180306,20180318,20180313,17308,1,9,SO44167,1,0,2171.2942,3578.27
313,20180307,20180319,20180314,12211,1,7,SO44168,1,0,2171.2942,3578.27
311,20180307,20180319,20180314,28179,1,1,SO44169,1,0,2171.2942,3578.27
314,20180307,20180319,20180314,28183,1,4,SO44170,1,0,2171.2942,3578.27
313,20180307,20180319,20180314,28112,1,4,SO44171,1,0,2171.2942,3578.27
338,20180307,20180319,20180314,14584,1,4,SO44172,1,0,413.1463,699.0982
312,20180308,20180320,20180315,13784,1,10,SO44173,1,0,2171.2942,3578.27
311,20180308,20180320,20180315,17229,1,9,SO44174,1,0,2171.2942,3578.27
313,20180308,20180320,20180315,17246,1,9,SO44175,1,0,2171.2942,3578.27
314,20180309,20180321,20180316,12220,1,7,SO44176,1,0,2171.2942,3578.27
350,20180309,20180321,20180316,11337,1,10,SO44177,1,0,1898.0944,3374.99
312,20180309,20180321,20180316,28097,1,4,SO44178,1,0,2171.2942,3578.27
350,20180309,20180321,20180316,25888,1,1,SO44179,1,0,1898.0944,3374.99
347,20180309,20180321,20180316,11058,1,9,SO44180,1,0,1912.1544,3399.99
312,20180309,20180321,20180316,17294,1,9,SO44181,1,0,2171.2942,3578.27
310,20180309,20180321,20180316,17299,1,9,SO44182,1,0,2171.2942,3578.27
